date,household_employment_total,household_employment_total_sa,household_employment_total_sa_stl,household_employment_seasonal_factor_stl,household_sa_gap_official_vs_stl,household_sa_gap_pct_official_vs_stl,household_employment_total_sa_stl_chained,household_employment_total_sa_spliced_chain,household_employment_total_sa_spliced,firm_employment_total,firm_employment_total_sa,unemployment_rate_sa_qavg,unemployment_rate_sa_qend,gdp_nom_csa,gdp_nom_cssa,gdp_nom_nasa,gdp_real_csa,gdp_real_cssa,gdp_real_nasa,gdp_source,avg_qoq_growth,employment_blended_index,employment_blended_level
1970-01-01,,,,,,,,,,,,0.0017986700000000003,0.00396389,,,,,,,,,,
1970-04-01,,,,,,,,,,,,0.004019423333333333,0.00310607,,,,,,,,,,
1970-07-01,,,,,,,,,,,,0.007211856666666666,0.01186145,,,,,,,,,,
1970-10-01,,,,,,,,,,,,0.004532223333333333,0.00368681,,,,,,,,,,
1971-01-01,,,,,,,,,,,,0.0007672400000000001,0.00230172,,,,,,,,,,
1971-04-01,,,,,,,,,,,,0.0025798066666666668,0.00386864,,,,,,,,,,
1971-07-01,,,,,,,,,,,,0.008160293333333334,0.01533566,,,,,,,,,,
1971-10-01,,,,,,,,,,,,0.007108616666666667,0.00648903,,,,,,,,,,
1972-01-01,,,,,,,,,,,,0.00296696,0.00115122,,,,,,,,,,
1972-04-01,,,,,,,,,,,,0.0020047433333333334,0.00187896,,,,,,,,,,
1972-07-01,,,,,,,,,,,,0.013589426666666668,0.024013,,,,,,,,,,
1972-10-01,,,,,,,,,,,,0.007542453333333333,0.00423735,,,,,,,,,,
1973-01-01,,,,,,,,,,,,0.0,0.0,,,,,,,,,,
1973-04-01,,,,,,,,,,,,0.0011992433333333334,0.00359773,,,,,,,,,,
1973-07-01,,,,,,,,,,,,0.023422853333333337,0.03830421,,,,,,,,,,
1973-10-01,,,,,,,,,,,,0.010579063333333333,0.00163242,,,,,,,,,,
1974-01-01,,,,,,,,,,,,0.0,0.0,,,,,,,,,,
1974-04-01,,,,,,,,,,,,0.0031303566666666667,0.00939107,,,,,,,,,,
1974-07-01,,,,,,,,,,,,0.04078853666666666,0.05453288,,,,,,,,,,
1974-10-01,,,,,,,,,,,,0.031678436666666664,0.0190627,,,,,,,,,,
1975-01-01,3181.0,,3240.088479822124,0.9817633128878722,,,3254.1438550058824,3254.1438550058824,3254.1438550058824,,,0.04947811333333333,0.09810513,,,,,,,,,,
1975-04-01,3173.0,,3066.630735971795,1.0346860359744277,,,3079.9336583495488,3079.9336583495488,3079.9336583495488,,,0.20079220666666667,0.26097688,,,,,,,,,,
1975-07-01,3112.0,,3063.5098030044596,1.0158283146174316,,,3076.799186898912,3076.799186898912,3076.799186898912,,,0.39749195333333337,0.47521161,,,,,,,,,,
1975-10-01,2965.0,,3057.534753375881,0.9697355023442616,,,3070.7982177422728,3070.7982177422728,3070.7982177422728,,,0.6917609133333333,0.82919741,,,,,,,,,,
1976-01-01,3006.0,,3054.3485802662517,0.9841705754940273,,,3067.5982231401954,3067.5982231401954,3067.5982231401954,,,0.9345473833333333,0.87058482,,,,,,,,,,
1976-04-01,3058.0,,2970.8438648034116,1.0293371645104463,,,2983.731267537077,2983.731267537077,2983.731267537077,,,0.73377633,0.67075468,,,,,,,,,,
1976-07-01,3060.0,,3011.037298897378,1.0162610742552245,,,3024.0990591523378,3024.0990591523378,3024.0990591523378,,,0.5375224633333334,0.50530076,,,,,,,,,,
1976-10-01,2951.0,,3036.182887838319,0.971944085391059,,,3049.3537286597452,3049.3537286597452,3049.3537286597452,,,0.5085198466666667,0.5274659,,,,,,,,,,
1977-01-01,3002.0,,3043.0670824994195,0.986504706802031,,,3056.2677866839613,3056.2677866839613,3056.2677866839613,,,0.48971751999999996,0.41167566,,,,,,,,,,
1977-04-01,3066.0,,2993.0606284657506,1.024369493501252,,,3006.0444066381083,3006.0444066381083,3006.0444066381083,,,0.39045420999999997,0.37063801,,,,,,,,,,
1977-07-01,3080.0,,3028.3445355770036,1.0170573274659298,,,3041.4813739375277,3041.4813739375277,3041.4813739375277,,,0.35021006,0.33528004,,,,,,,,,,
1977-10-01,2979.0,,3057.229233390562,0.9744117213926405,,,3070.491372423388,3070.491372423388,3070.491372423388,,,0.34254691666666665,0.33388099,,,,,,,,,,
1978-01-01,3022.0,,3054.414906365185,0.989387523516325,,,3067.664836959112,3067.664836959112,3067.664836959112,,,0.3518363533333333,0.32065534,,,,,,,,,,
1978-04-01,3107.0,,3056.907738255689,1.0163865795219897,,,3070.1684826553837,3070.1684826553837,3070.1684826553837,,,0.31076757,0.31789343,,,,,,,,,,
1978-07-01,3118.0,,3065.7724228842344,1.0170356992991127,,,3079.0716219338924,3079.0716219338924,3079.0716219338924,,,0.33372332666666665,0.34260124,,,,,,,,,,
1978-10-01,3001.0,,3074.844751963962,0.9759842340278171,,,3088.1833064169678,3088.1833064169678,3088.1833064169678,,,0.37161953333333336,0.38536037,,,,,,,,,,
1979-01-01,3050.0,,3079.4407453644963,0.9904395804956413,,,3092.799237054398,3092.799237054398,3092.799237054398,,,0.3816231133333334,0.35885691,,,,,,,,,,
1979-04-01,3133.0,,3080.179698581689,1.0171484480086121,,,3093.5413958213085,3093.5413958213085,3093.5413958213085,,,0.35276978000000003,0.34974852,,,,,,,,,,
1979-07-01,3158.0,,3101.4850817968254,1.018221889421578,,,3114.939200942941,3114.939200942941,3114.939200942941,,,0.33535982666666664,0.32454329,,,,,,,,,,
1979-10-01,3038.0,,3118.4629569784474,0.9741978795039434,,,3131.990725473026,3131.990725473026,3131.990725473026,,,0.27705365,0.25351704,,,,,,,,,,
1980-01-01,3104.0,,3131.4003858597716,0.9912497980189637,,,3144.9842764071805,3144.9842764071805,3144.9842764071805,,,0.21091860333333332,0.21058901,50870.6180388267,50870.6180388268,49949.5215735596,91191.377449122,91191.3774491219,89202.3992855341,detailed,,,
1980-04-01,3217.0,,3160.922203529605,1.0177409606626127,,,3174.6341585499567,3174.6341585499567,3174.6341585499567,,,0.20413551333333335,0.20720032,51589.1446214272,51589.1446214273,51718.7350780042,91654.1173856165,91654.1173856164,91839.6996107304,detailed,,,
1980-07-01,3239.0,,3182.7769758064105,1.0176647702999502,,,3196.5837359611955,3196.5837359611955,3196.5837359611955,,,0.21970308000000002,0.22192394,52513.4658212934,52513.4658212935,52002.7299308671,92101.6299555753,92101.6299555752,91077.8989770857,detailed,,,
1980-10-01,3103.6863407,,3186.544229357837,0.973997571446064,,,3200.3673317089565,3200.3673317089565,3200.3673317089565,,,0.18494100333333333,0.16342231,53339.752018117,53339.7520181171,54793.8176330851,92639.2586647213,92639.2586647211,95603.7899794124,detailed,,,
1981-01-01,3186.7614803,,3212.930086732051,0.9918552207095587,,,3226.8676498848586,3226.8676498848586,3226.8676498848586,,,0.13196152333333333,0.14149943,54375.8160553943,54375.8160553944,52977.6588461135,92657.9134678079,92657.9134678079,90183.6009769552,detailed,,,
1981-04-01,3282.7874399,,3225.517420465892,1.0177552968930605,,,3239.5095869726797,3239.5095869726797,3239.5095869726797,,,0.16291775333333333,0.17931842,55376.645297778,55376.6452977781,55522.0137701578,93539.4388034164,93539.4388034163,93716.4632148534,detailed,,,
1981-07-01,3308.5167832999996,,3253.7408258486466,1.016834763548528,,,3267.855424367427,3267.855424367427,3267.855424367427,,,0.21710256333333333,0.2329529,56529.1029685959,56529.102968596,56051.2316907138,93820.6046395656,93820.6046395656,92951.6654237371,detailed,,,
1981-10-01,3181.9423453,,3263.131551721076,0.975119235883012,,,3277.2868868358496,3277.2868868358496,3277.2868868358496,,,0.23695429999999998,0.23992937,57563.9741829747,57563.9741829748,59242.518267027,93674.7644599386,93674.7644599386,96760.551154434,detailed,,,
1982-01-01,3230.6355782,,3256.4248854372495,0.9920804845361002,,,3270.5511272999597,3270.5511272999597,3270.5511272999597,,,0.23385518333333333,0.2617381,58319.8380431689,58319.838043169,57055.0290933851,92868.6627772004,92868.6627772004,90694.5380812284,detailed,,,
1982-04-01,3305.9117271,,3252.7333597299485,1.0163488246618733,,,3266.843587900705,3266.843587900705,3266.843587900705,,,0.33433297333333334,0.37462175,59218.7780361761,59218.7780361762,59324.427081101,92390.0300193995,92390.0300193995,92530.2615228387,detailed,,,
1982-07-01,3303.6530036,,3250.9665381091527,1.0162064004268372,,,3265.069101877867,3265.069101877867,3265.069101877867,,,0.4694164333333333,0.52049229,59558.1248052249,59558.124805225,59074.5720197184,91729.4810949674,91729.4810949672,90924.2398150716,detailed,,,
1982-10-01,3185.0703025000003,,3259.2887285892302,0.9772286433422683,,,3273.42739368983,3273.42739368983,3273.42739368983,,,0.6420786233333334,0.68569437,59956.4404308038,59956.4404308038,61638.1104410384,91729.0824956874,91729.0824956873,94571.0969838201,detailed,,,
1983-01-01,3224.2073444,,3250.7248739509246,0.9918425795540504,,,3264.8263893901153,3264.8263893901153,3264.8263893901153,,,0.80494513,0.81932528,60303.4010299229,60303.4010299229,59277.0273303926,92203.2436599208,92203.2436599208,90386.1271571208,detailed,,,
1983-04-01,3296.3172633000004,,3248.3834024877888,1.014756220209568,,,3262.474760716736,3262.474760716736,3262.474760716736,,,0.8800324066666666,0.89305176,60610.5081312476,60610.5081312477,60666.8895778404,92447.7955122634,92447.7955122633,92476.6219362762,detailed,,,
1983-07-01,3309.8909974000003,,3259.3959840222565,1.015492138305771,,,3273.5351143926664,3273.5351143926664,3273.5351143926664,,,0.90159009,0.9249605,61226.6985576034,61226.6985576035,60588.2908488397,92931.1807854932,92931.1807854931,92015.745852971,detailed,,,
1983-10-01,3195.7698933,,3262.8168580120882,0.9794512019430534,,,3276.9708279980464,3276.9708279980464,3276.9708279980464,,,0.9608646766666666,0.95023622,62087.6738677659,62087.673867766,63722.6974246094,93468.0744582002,93468.0744582002,96198.056105487,detailed,,,
1984-01-01,3240.2007327,,3270.1244444665635,0.9908493660486841,,,3284.310114472427,3284.310114472427,3284.310114472427,,,1.0538792333333333,1.09007471,63539.6137431693,63539.6137431696,62628.273085548,94176.5177782582,94176.5177782583,92442.5962858524,detailed,,,
1984-04-01,3326.1625907000002,,3281.72556204418,1.0135407509908123,,,3295.9615572374946,3295.9615572374946,3295.9615572374946,,,1.1365202733333335,1.14756326,64678.7189121558,64678.718912156,64803.0940466723,94847.7009409312,94847.7009409313,94888.4222044056,detailed,,,
1984-07-01,3342.7651244,,3291.3348821208197,1.0156259524239113,,,3305.6125621631063,3305.6125621631063,3305.6125621631063,,,1.13524457,1.12049765,65927.0155289791,65927.0155289792,65212.9572940553,96181.142552232,96181.142552232,95299.6166824031,detailed,,,
1984-10-01,3243.5752522,,3306.8587793733045,0.9808629483762547,,,3321.203801465525,3321.203801465525,3321.203801465525,,,1.13231824,1.12357633,66740.8213998866,66740.8213998862,68418.2527536376,96928.0307947866,96928.0307947864,99609.592168492,detailed,,,
1985-01-01,3293.3104171,,3325.2778826608624,0.9903865280770804,,,3339.702806091848,3339.702806091848,3339.702806091848,,,1.06939135,1.03377883,67816.1539520798,67816.1539520787,66576.5390437936,98108.8752310712,98108.8752310707,95914.828988163,detailed,,,
1985-04-01,3383.561351,,3339.6106364788484,1.013160430752338,,,3354.0977348268407,3354.0977348268407,3354.0977348268407,,,0.9691584733333333,0.93372981,68888.1629755131,68888.1629755121,68938.6812580236,98846.4021179132,98846.4021179128,98793.0268083895,detailed,,,
1985-07-01,3417.9348833,,3367.0671068833713,1.015107443600587,,,3381.67331030987,3381.67331030987,3381.67331030987,,,0.9157831766666668,0.89911161,69528.1790626989,69528.1790626989,68747.0196004841,99173.4512465917,99173.4512465916,98209.9367775966,detailed,,,
1985-10-01,3322.4626322,,3384.145677525263,0.9817729343819587,,,3398.8259671131336,3398.8259671131336,3398.8259671131336,,,0.8844888466666667,0.87821021,70725.01367363,70725.0136736319,72536.5210712276,100362.261626295,100362.261626295,103364.396157093,detailed,,,
1986-01-01,3363.6742347,,3395.4127891162607,0.990652519623536,,,3410.141954986873,3410.141954986873,3410.141954986873,,,0.8481238533333334,0.84184863,71575.3824641154,71575.3824641204,70056.9901735929,100596.745039263,100596.745039264,97949.0181043826,detailed,,,
1986-04-01,3468.1164854999997,,3423.554352489136,1.013016335779353,,,3438.4055953443512,3438.4055953443512,3438.4055953443512,,,0.81712031,0.80284628,72741.2102930831,72741.2102930875,73132.8720001176,101080.48416501,101080.484165012,101475.956699583,detailed,,,
1986-07-01,3487.3630203999996,,3437.386384506815,1.0145391382587776,,,3452.2976301677477,3452.2976301677477,3452.2976301677477,,,0.7977812433333332,0.79400688,73039.8707009766,73039.8707009764,72364.099159024,101095.65199505,101095.651995051,100166.711145398,detailed,,,
1986-10-01,3402.5002434,,3463.6688752068026,0.9823399308621404,,,3478.6941332688943,3478.6941332688943,3478.6941332688943,,,0.7893077433333334,0.7855238,73276.4592452819,73276.4592452727,74945.3105242886,101001.623819646,101001.623819642,104055.933482319,detailed,,,
1987-01-01,3453.9053556,,3484.2208673074024,0.9912991992006425,,,3499.3352790952476,3499.3352790952476,3499.3352790952476,,,0.7941822866666666,0.78976134,73874.4807513075,73874.4807512845,72329.7450278924,101168.53772993,101168.53772992,98701.9356083563,detailed,,,
1987-04-01,3548.7523752,,3505.791719911175,1.0122541949782207,,,3520.9997052011845,3520.9997052011845,3520.9997052011845,,,0.79200606,0.79645501,74597.7125598747,74597.7125598544,74710.2555191086,101860.316672915,101860.316672905,101846.436484483,detailed,,,
1987-07-01,3574.214757,,3525.0187113365632,1.0139562509286042,,,3540.310102552004,3540.310102552004,3540.310102552004,,,0.7802355533333333,0.77383328,75955.312579899,75955.3125798998,75468.5824280964,103253.646035944,103253.646035943,102495.385310249,detailed,,,
1987-10-01,3483.4972877,,3544.3187464358034,0.9828397322343068,,,3559.6938604372326,3559.6938604372326,3559.6938604372326,,,0.7551513166666667,0.74656359,77205.0260983171,77205.0260983595,79069.5693535047,103851.47648306,103851.476483079,107003.606906132,detailed,,,
1988-01-01,3544.050119,,3570.489996762618,0.9925948881563634,,,3585.9786406088842,3585.9786406088842,3585.9786406088842,,,0.7384383733333334,0.74181224,77934.3823534096,77934.3823535159,76919.1091452921,104354.059033427,104354.059033477,102561.907755382,detailed,,,
1988-04-01,3638.4533322,,3601.3063351237006,1.010314867334112,,,3616.9286590222714,3616.9286590222714,3616.9286590222714,,,0.7331139266666667,0.72605835,78945.9702214963,78945.9702215905,78993.4087554666,104874.015312188,104874.015312236,104743.181947225,detailed,,,
1988-07-01,3665.5242841,,3615.8766870325994,1.01373044530126,,,3631.5622165392624,3631.5622165392624,3631.5622165392624,,,0.7030015066666667,0.68582291,80468.0544792745,80468.0544792708,79881.7245020391,106097.029449838,106097.029449837,105321.07187289,detailed,,,
1988-10-01,3578.3384042000002,,3637.9878367690876,0.9836037295215209,,,3653.769283565425,3653.769283565425,3653.769283565425,,,0.6467297966666666,0.62383976,82522.6752471648,82522.6752469681,84358.9752130792,107878.412186086,107878.412185988,110860.899779425,detailed,,,
1989-01-01,3639.8326288999997,,3661.397098081224,0.9941103167442478,,,3677.280093323712,3677.280093323712,3677.280093323712,,,0.5608393500000001,0.5525103,83631.8804185147,83631.8804180201,82338.1851008477,108386.384351309,108386.384351055,106306.64020722,detailed,,,
1989-04-01,3711.0464518,,3682.02588846101,1.0078816836758104,,,3697.9983705771374,3697.9983705771374,3697.9983705771374,,,0.5577436800000001,0.55634994,85814.3287276574,85814.3287272316,86210.8651044143,110199.735073092,110199.735072883,110475.276981544,detailed,,,
1989-07-01,3771.3131983,,3720.3812427645294,1.0136899828840202,,,3736.5201088847975,3736.5201088847975,3736.5201088847975,,,0.5608633133333334,0.56274304,87264.5734326831,87264.573432711,86458.3654822999,111157.522203738,111157.522203756,110292.855764224,detailed,,,
1989-10-01,3691.8350841,,3748.674496684968,0.9848374638461589,,,3764.936097817412,3764.936097817412,3764.936097817412,,,0.5370358133333334,0.51700224,88956.9453139342,88956.9453148267,90562.872349383,112190.420213244,112190.420213688,114752.640871006,detailed,,,
