date,U,E,E_lag1,E_lag2,d2020q2,d2020q3,c_t,break_even_employment_growth_qoq_pct,break_even_employment_growth_annualized_pct,static_break_even_qoq_pct,static_break_even_annualized_pct,implied_U_if_E_0_qoq_pp,implied_U_if_E_1pct_ann_qoq_pp
1992-07-01,0.4590304833333336,-1.1323077358321942,-0.146516662087881,-0.2976623474361228,0.0,0.0,0.051183177012218105,0.11729604186957787,0.4700103148744583,0.2261242606583361,0.9075696010140133,0.051183177012218105,-0.057499842630776
1992-10-01,0.5860357733333332,-0.8476138763220842,-1.1323077358321942,-0.146516662087881,0.0,0.0,0.05078368427076557,0.11638052782642219,0.4663354076476445,0.2261242606583361,0.9075696010140133,0.05078368427076557,-0.057899335372228536
1993-01-01,0.5055142066666667,-0.8396233691766342,-0.8476138763220842,-1.1323077358321942,0.0,0.0,0.049912232687314234,0.11438342980737157,0.4583193321588963,0.2261242606583361,0.9075696010140133,0.049912232687314234,-0.058770786955679874
1993-04-01,0.5441643333333332,0.8126954403836262,-0.8396233691766342,-0.8476138763220842,0.0,0.0,0.048835002635815083,0.11191475106174292,0.4484110597830826,0.2261242606583361,0.9075696010140133,0.048835002635815083,-0.059848017007179025
1993-07-01,0.4051251333333336,-0.3101662070333688,0.8126954403836262,-0.8396233691766342,0.0,0.0,0.04639248152683556,0.10631724666693368,0.42594766890857727,0.2261242606583361,0.9075696010140133,0.04639248152683556,-0.06229053811615855
1993-10-01,0.1355889633333333,-0.2390169113832052,-0.3101662070333688,0.8126954403836262,0.0,0.0,0.04281636807085726,0.09812189854380604,0.39306564656977905,0.2261242606583361,0.9075696010140133,0.04281636807085726,-0.06586665157213685
1994-01-01,-0.0337763533333337,-0.4979112030900068,-0.2390169113832052,-0.3101662070333688,0.0,0.0,0.03911784682696298,0.08964602955709215,0.3590665911028301,0.2261242606583361,0.9075696010140133,0.03911784682696298,-0.06956517281603113
1994-04-01,-0.097483716666666,-0.5654805934282803,-0.4979112030900068,-0.2390169113832052,0.0,0.0,0.0361100248107708,0.08275302998687602,0.33142323051196243,0.2261242606583361,0.9075696010140133,0.0361100248107708,-0.0725729948322233
1994-07-01,-0.1298653700000001,0.6240474239664007,-0.5654805934282803,-0.4979112030900068,0.0,0.0,0.034131063689733496,0.07821786198712391,0.31323872143773634,0.2261242606583361,0.9075696010140133,0.034131063689733496,-0.07455195595326061
1994-10-01,-0.2127393200000007,0.2298642297324127,0.6240474239664007,-0.5654805934282803,0.0,0.0,0.032642661862872534,0.07480690445784502,0.2995635496899407,0.2261242606583361,0.9075696010140133,0.032642661862872534,-0.07604035778012158
1995-01-01,-0.1529107299999994,0.1251922845659336,0.2298642297324127,0.6240474239664007,0.0,0.0,0.03152783770959359,0.07225207163593933,0.2893216591551617,0.2261242606583361,0.9075696010140133,0.03152783770959359,-0.07715518193340051
1995-04-01,-0.0787042200000005,-0.5230658805073674,0.1251922845659336,0.2298642297324127,0.0,0.0,0.030651701200553477,0.07024423721363876,0.2812731426917736,0.2261242606583361,0.9075696010140133,0.030651701200553477,-0.07803131844244063
1995-07-01,-0.0343590333333327,-0.0932033341047633,-0.5230658805073674,0.1251922845659336,0.0,0.0,0.030304825774103608,0.06944930581391968,0.2780867496309458,0.2261242606583361,0.9075696010140133,0.030304825774103608,-0.0783781938688905
1995-10-01,-0.0004977633333336,-0.087494767771501,-0.0932033341047633,-0.5230658805073674,0.0,0.0,0.030447549032616292,0.06977638346488829,0.27939779439392076,0.2261242606583361,0.9075696010140133,0.030447549032616292,-0.07823547061037782
1996-01-01,0.109550256666667,-0.266257670783343,-0.087494767771501,-0.0932033341047633,0.0,0.0,0.030877044262066528,0.07076065394900366,0.28334318175131656,0.2261242606583361,0.9075696010140133,0.030877044262066528,-0.07780597538092758
1996-04-01,0.2141911199999997,-0.0758207152061318,-0.266257670783343,-0.087494767771501,0.0,0.0,0.031294697732489746,0.07171778677688659,0.287179901140866,0.2261242606583361,0.9075696010140133,0.031294697732489746,-0.07738832191050436
1996-07-01,0.2067123699999991,-0.2788206379999103,-0.0758207152061318,-0.266257670783343,0.0,0.0,0.03136899448297964,0.07188805199418945,0.28786243012848267,0.2261242606583361,0.9075696010140133,0.03136899448297964,-0.07731402516001447
1996-10-01,0.3063391466666676,-0.2622084565251592,-0.2788206379999103,-0.0758207152061318,0.0,0.0,0.03117927562701802,0.07145327494103758,0.28611957994413295,0.2261242606583361,0.9075696010140133,0.03117927562701802,-0.0775037440159761
1997-01-01,0.3169735899999999,-0.1878010906259053,-0.2622084565251592,-0.2788206379999103,0.0,0.0,0.03048925897651058,0.0698719697807638,0.2797809411251295,0.2261242606583361,0.9075696010140133,0.03048925897651058,-0.07819376066648354
