date,U,Y,Y_lag1,Y_lag2,d2020q2,d2020q3,c_t,break_even_growth_qoq_pct,break_even_growth_annualized_pct,static_break_even_qoq_pct,static_break_even_annualized_pct,implied_U_if_gdp_0_qoq_pp,implied_U_if_gdp_2pct_ann_qoq_pp
1992-07-01,0.4590304833333336,-0.7260743161250804,-0.0857088620092705,0.570574813944269,0.0,0.0,0.1534500568662099,0.5712497029524048,2.3046530571890544,0.46211243514549927,1.861302133604159,0.1534500568662099,0.020134953471804024
1992-10-01,0.5860357733333332,-0.5016677605072628,-0.7260743161250804,-0.0857088620092705,0.0,0.0,0.15267787127977744,0.5683750817506787,2.2929568908585996,0.46211243514549927,1.861302133604159,0.15267787127977744,0.019362767885371557
1993-01-01,0.5055142066666667,-0.3323760446011792,-0.5016677605072628,-0.7260743161250804,0.0,0.0,0.15105272276779708,0.5623251289277107,2.2683443137672565,0.46211243514549927,1.861302133604159,0.15105272276779708,0.01773761937339119
1993-04-01,0.5441643333333332,0.9174836130328324,-0.3323760446011792,-0.5016677605072628,0.0,0.0,0.14881863871776924,0.554008287109517,2.234516769210093,0.46211243514549927,1.861302133604159,0.14881863871776924,0.015503535323363349
1993-07-01,0.4051251333333336,0.3813163538426645,0.9174836130328324,-0.3323760446011792,0.0,0.0,0.14546295073461346,0.5415160417319214,2.1837221479083846,0.46211243514549927,1.861302133604159,0.14546295073461346,0.012147847340207574
1993-10-01,0.1355889633333333,0.547233692012572,0.3813163538426645,0.9174836130328324,0.0,0.0,0.1410785180960496,0.5251940807398955,2.117384073853734,0.46211243514549927,1.861302133604159,0.1410785180960496,0.007763414701643712
1994-01-01,-0.0337763533333337,0.5624753557006201,0.547233692012572,0.3813163538426645,0.0,0.0,0.13627222091977848,0.5073016413995849,2.0447001517884145,0.46211243514549927,1.861302133604159,0.13627222091977848,0.002957117525372588
1994-04-01,-0.097483716666666,-0.831933584333111,0.5624753557006201,0.547233692012572,0.0,0.0,0.1315610295028533,0.4897632529986156,1.973492143591793,0.46211243514549927,1.861302133604159,0.1315610295028533,-0.0017540738915525766
1994-07-01,-0.1298653700000001,0.8217349157982445,-0.831933584333111,0.5624753557006201,0.0,0.0,0.12740616858956824,0.4742959204280449,1.910723807928627,0.46211243514549927,1.861302133604159,0.12740616858956824,-0.0059089348048376455
1994-10-01,-0.2127393200000007,0.3450774015620439,0.8217349157982445,-0.831933584333111,0.0,0.0,0.1239106432201901,0.4612831013408494,1.8579386377293394,0.46211243514549927,1.861302133604159,0.1239106432201901,-0.009404460174215784
1995-01-01,-0.1529107299999994,-0.3613201034162627,0.3450774015620439,0.8217349157982445,0.0,0.0,0.12119566946786844,0.45117604774171294,1.816954558493955,0.46211243514549927,1.861302133604159,0.12119566946786844,-0.012119433926537443
1995-04-01,-0.0787042200000005,0.3228370179459539,-0.3613201034162627,0.3450774015620439,0.0,0.0,0.11905946170111577,0.44322357071352875,1.784715977463791,0.46211243514549927,1.861302133604159,0.11905946170111577,-0.01425564169329012
1995-07-01,-0.0343590333333327,0.5192903920813841,0.3228370179459539,-0.3613201034162627,0.0,0.0,0.11743763208737468,0.4371859731784768,1.760245247771297,0.46211243514549927,1.861302133604159,0.11743763208737468,-0.01587747130703121
1995-10-01,-0.0004977633333336,-0.210749127526566,0.5192903920813841,0.3228370179459539,0.0,0.0,0.11609202046513148,0.4321766544776964,1.7399455406417852,0.46211243514549927,1.861302133604159,0.11609202046513148,-0.017223082929274408
1996-01-01,0.109550256666667,0.757117945424457,-0.210749127526566,0.5192903920813841,0.0,0.0,0.11489837963067749,0.42773307859353615,1.7219409855008028,0.46211243514549927,1.861302133604159,0.11489837963067749,-0.018416723763728396
1996-04-01,0.2141911199999997,-0.6144571578196034,0.757117945424457,-0.210749127526566,0.0,0.0,0.11349461120212953,0.42250725910412956,1.7007699804341803,0.46211243514549927,1.861302133604159,0.11349461120212953,-0.019820492192276357
1996-07-01,0.2067123699999991,-0.2200669067701888,-0.6144571578196034,0.757117945424457,0.0,0.0,0.11176981460207316,0.41608634557983826,1.6747618975645473,0.46211243514549927,1.861302133604159,0.11176981460207316,-0.021545288792332723
1996-10-01,0.3063391466666676,0.4663938508283394,-0.2200669067701888,-0.6144571578196034,0.0,0.0,0.10986294957927373,0.40898764454257347,1.6460142244446585,0.46211243514549927,1.861302133604159,0.10986294957927373,-0.02345215381513216
1997-01-01,0.3169735899999999,0.5567912310637579,0.4663938508283394,-0.2200669067701888,0.0,0.0,0.10748833960448019,0.4001476657870665,1.6102234064144794,0.46211243514549927,1.861302133604159,0.10748833960448019,-0.025826763789925697
1997-04-01,-0.0207209833333337,0.9362494526732767,0.5567912310637579,0.4663938508283394,0.0,0.0,0.10429733625370301,0.3882684931528009,1.5621425536704647,0.46211243514549927,1.861302133604159,0.10429733625370301,-0.02901776714070288
