date,Y,gdp_u_implied_smoothed,gdp_u_implied_annualized_pct,gdp_actual_annualized_pct,gdp_e_implied_smoothed,gdp_e_implied_annualized_pct
1992-07-01,-0.7260743161250804,-0.9289155266662635,-3.664208937314073,-2.8728190617047566,-0.9838636639925117,-3.8777554035841155
1992-10-01,-0.5016677605072628,-0.9643083476303171,-3.8017977709692508,-1.9916212481739137,-0.5525913303941766,-2.1921112927199005
1993-01-01,-0.3323760446011792,-0.8363822991845264,-3.303790617958924,-1.3228904236412875,0.049467490613932866,0.1980168328388432
1993-04-01,0.9174836130328324,-0.5216062852235112,-2.0701574458822702,3.7207506578699645,0.699893104479483,2.829100816488239
1993-07-01,0.3813163538426645,0.027570099800154818,0.11032601420786214,1.5340117439037737,0.030820231048076407,0.12333792910201868
1993-10-01,0.547233692012572,0.49284127716312187,1.985986602102563,2.2069682914221733,-0.08729061553775791,-0.34870554904895545
1994-01-01,0.5624753557006201,0.7157053900095101,2.893702518251917,2.268955416493612,-0.1255508233820657,-0.5012583043482066
1994-04-01,-0.831933584333111,0.853291114995923,3.457099848196532,-3.2864373659690638,0.28876938242820244,1.1600904339723828
1994-07-01,0.8217349157982445,0.9205411443423991,3.733321080508012,3.327676965496451,0.8946796009881206,3.627032599063784
1994-10-01,0.3450774015620439,0.8611420821885365,3.489318257184193,1.3874707617197224,0.5513342017466505,2.2236420989959704
1995-01-01,-0.3613201034162627,0.68227364536823,2.7571516764138826,-1.4374661320494475,0.22602996175262696,0.9071898413442803
1995-04-01,0.3228370179459539,0.5403630477468662,2.1790349223722583,1.2976149659683633,-0.058609539122203236,-0.23423213232377504
1995-07-01,0.5192903920813841,0.38150693727621543,1.5347828338392988,2.093397404982378,0.1532876318787085,0.6145617946780035
1995-10-01,-0.210749127526566,0.14619498052619861,0.586063550749949,-0.8403353406337799,0.11118739707950168,0.4454918965347554
1996-01-01,0.757117945424457,-0.06503757216960615,-0.25989660555348904,3.063039365640763,0.03758521355982608,0.15042563437590584
1996-04-01,-0.6144571578196034,-0.23157220162983294,-0.9230762298567119,-2.435267829988552,0.05674202932897754,0.2271613698757724
1996-07-01,-0.2200669067701888,-0.3610144017148101,-1.4362565265829352,-0.8773661212151507,-0.06189050230675236,-0.24733227798278135
1996-10-01,0.4663938508283394,-0.21772834277899794,-0.8680731596135582,1.8786674246727975,-0.02631640216563319,-0.10522406277090335
1997-01-01,0.5567912310637579,0.2537332445015396,1.0188023499081877,2.2458350546465278,0.10432087864002856,0.4179369395449717
1997-04-01,0.9362494526732767,0.8301430561544008,3.3621497822310387,3.7979206339794125,0.3415631489969998,1.3732684721224686
1997-07-01,1.4688515645637557,1.0855627010033417,4.413470686390997,6.006130041833058,0.7022861304545853,2.838875662251672
1997-10-01,0.3860373065550426,1.374928323071125,5.614182220758601,1.5531137482049706,0.70106359292109,2.833881849269426
1998-01-01,0.7433113926554658,1.5674545896347487,6.418779668780505,3.006560860812346,0.7886431072071367,3.192086493833246
1998-04-01,0.9890321564652416,1.5625231206144832,6.39811310006595,4.015207641509755,0.7433656813271473,3.0067828941684915
1998-07-01,-0.0574389687210241,1.1902859837274964,4.846827335255788,-0.22955799656740883,0.5810045938080667,2.3443509205021584
1998-10-01,-0.5196798368046318,0.9747285867809858,3.9562914331008336,-2.0625713856927907,0.5985325307208813,2.415710490242673
1999-01-01,0.5758317023964787,0.9556288695852376,3.877658986763821,2.323298222707182,0.7730435850215258,3.1282152674886543
1999-04-01,0.5521414405748271,0.9930317161190092,4.031686252438416,2.2269247958365046,0.936845416473012,3.800372096219662
1999-07-01,0.7423777139052623,1.0896192180643038,4.430231953191055,3.0027422966347084,0.977299448298184,3.9668789311713804
1999-10-01,2.347205565959687,1.0931218862737255,4.4447063757087735,9.724587708470489,0.9862956934898097,4.003934251130659
2000-01-01,0.4392998733079967,0.9195817647055389,3.729376661831929,1.7688125044015068,0.8367913651099453,3.389413513220041
2000-04-01,0.1863998589854532,0.7002354223031884,2.830499046909707,0.7476867221731576,0.7414532531150999,2.9989615367203015
2000-07-01,0.6626736775158903,0.714968326416217,2.8906905403563554,2.677159488730707,0.7639448586613088,3.0909748189498876
2000-10-01,1.428828472882704,0.6030879038476331,2.434262389716779,5.838977918123289,0.9572475342943461,3.884321206452057
2001-01-01,0.0531950758376975,0.3594390222520609,1.445526465635627,0.21295014653519573,0.7635084730545126,3.0891889767849623
2001-04-01,0.444979992321115,0.11075645446170945,0.443762380988999,1.7918356838010574,0.4512010242445943,1.8170558229093858
2001-07-01,-0.0259419881564304,-0.018805912919154122,-0.07520243459521181,-0.10372758040374519,0.4363132728061299,1.756708508042637
2001-10-01,-0.0496403713662441,-0.1345505858976223,-0.5371170860067997,-0.19841368439960094,0.31676457114249,1.273091395886583
2002-01-01,-0.0918726182077778,-0.16050720950339864,-0.6404847375226619,-0.36698434826448745,0.22786137521164934,0.9145654842196871
2002-04-01,0.2838674752512649,-0.2662086371828221,-1.0605900675655922,1.140313901809531,0.19229879594914837,0.7714167591730048
2002-07-01,0.2270996661578372,-0.3830346807807369,-1.5233582464567408,0.9114978077921387,0.1418293892810783,0.5685256332606636
2002-10-01,-0.5060145302953623,-0.4369986426205299,-1.7365698462644352,-2.0087468394781482,-0.2716616970581853,-1.0822267975891253
2003-01-01,-0.5476671329470384,-0.272612272118425,-1.0859981398356866,-2.1727377912700296,-0.1687871485833652,-0.6734411708678834
2003-04-01,-0.1214599121581505,-0.04030268196557962,-0.16111329567480848,-0.48495521453472135,0.06107987693014774,0.24454344396593886
2003-07-01,0.8970433285576451,0.19601077176874543,0.7863513142210232,3.63674390129618,0.20717439641530158,0.8312764182072829
2003-10-01,1.0320310157201362,0.34206955997565924,1.375314959066487,4.192470159884909,0.3720306203257904,1.4964475040316172
2004-01-01,0.5853473215530425,0.4520733678659916,1.8205926891805557,2.3620275161887028,0.2884769448102198,1.1589105257266308
2004-04-01,0.5998773521765921,0.5549874829507959,2.238499069971378,2.421187055486662,0.18955278231373032,0.7603696702550122
2004-07-01,-0.0752635370274812,0.6170760501826016,2.491245305619749,-0.30071444261261515,0.18753537958160008,0.7522543288906114
2004-10-01,0.5363592027451514,0.5669059958526881,2.286979908631115,2.1627594855856636,0.27180094732937254,1.0916443718733237
2005-01-01,0.9368589587670062,0.49079323199057223,1.9776729542947402,3.800427802158679,0.35848078084034984,1.4416520752164486
2005-04-01,1.2512859084578665,0.5349245746477284,2.1569282647504684,5.099872734341249,0.6152542603059307,2.483822611602915
2005-07-01,0.9937293616442576,0.7326844033788664,2.9631048175378094,4.034560826701483,0.7346134257470245,2.97099198301225
2005-10-01,0.9875571964188756,0.8582406884890685,3.4774107854326886,4.009131143450628,0.7227477029802785,2.9224839543378067
2006-01-01,1.0664454138595405,0.8603827297012057,3.4862017355129726,4.334506447977882,0.9536492206316517,3.869511437087403
2006-04-01,0.6667969442992083,0.8259280016533488,3.3448672608348273,2.693983652791254,1.057568297453925,4.297854618177044
2006-07-01,0.8884937180180463,0.8597746226940826,3.4837060037465895,3.601621318745951,1.2023456861727078,4.896818204769371
2006-10-01,1.523367872367487,0.9255598074506655,3.753956777480938,6.234129936621446,1.0778774385670356,4.381721210175882
2007-01-01,0.7574523030586588,0.8986410743545239,3.6433085775131824,3.0644074113431063,1.0552453953730363,4.288265416520809
2007-04-01,1.3946327419464666,0.7678748210319271,3.1070586415867796,5.696319804451044,1.1907978935858856,4.848948982854462
2007-07-01,0.8676954865842967,0.6618567761516496,2.673826531733625,3.5162175542311935,1.1758546292285361,4.787028785822978
2007-10-01,0.5803488653997491,0.6335492461185216,2.558381943195398,2.341682049085425,1.0907865426609225,4.4350556370021055
2008-01-01,0.5974261142870585,0.591933947086628,2.388842021078852,2.411204955105073,0.907103220460256,3.678082293020535
2008-04-01,0.9779616390698688,0.356240342730697,1.4325939017187261,3.9696061415597006,0.8266995005154785,3.348030390168888
2008-07-01,0.4526586090310536,-0.06494454304946451,-0.25952521412880847,1.8229655669542932,0.4099952410107722,1.6500943255985057
2008-10-01,-2.078243449270678,-0.5302644878363019,-2.1042466866572407,-8.057399845477576,-0.1794977992219038,-0.7160603415828581
2009-01-01,-1.4744866076058072,-0.7714322532903584,-3.0502058298394363,-5.768777337182396,-0.371070290226124,-1.4760399898641752
2009-04-01,0.3145464197709779,-0.5384385050696154,-2.1364214155828343,1.2641345043042929,-0.21565690739434784,-0.859841165212083
2009-07-01,0.872292829525656,0.29148697909473137,1.171055709573543,3.5350910731144047,-0.017795451540379065,-0.07116280772986316
2009-10-01,0.5936983865139522,0.9202069736022793,3.731947149369219,2.3960260429396696,-0.017361025078275916,-0.06942601809459825
2010-01-01,1.0031832047087796,1.031082594192101,4.188557856457531,4.073520256179353,0.06472204701535239,0.2591396331279361
2010-04-01,0.5285485220183128,0.8086087595286839,3.2738778361201204,2.131015041399409,0.6133949226278119,2.476247348697358
